"No.","Time","Source","Destination","Protocol","Length","Info","Data Length","Data","Bytes"
"2252","07:23:23.077717","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2253]","","",""
"2253","07:23:23.079132","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""PPED\\r\\r>32""","","",""
"2254","07:23:23.080519","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"2255","07:23:23.081858","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""183\\r""","","",""
"2256","07:23:23.082794","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2257","07:23:23.085548","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""0322124E\\r""","","",""
"2258","07:23:23.087521","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2259","07:23:23.089066","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2260","07:23:23.091779","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2261","07:23:23.093165","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"2262","07:23:23.094606","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2263","07:23:23.095803","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"2264","07:23:23.097474","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\r\\r>322""","","",""
"2265","07:23:23.098739","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""124E\\r""","","",""
"2266","07:23:23.099846","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2267","07:23:23.102843","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2268","07:23:23.119966","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""0322115D\\r""","","",""
"2269","07:23:23.122875","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2270","07:23:23.125457","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2271","07:23:23.126794","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2272","07:23:23.128081","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"2273","07:23:23.130118","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"2274","07:23:23.131191","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"2275","07:23:23.132571","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""2115D\\r""","","",""
"2276","07:23:23.134658","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2277","07:23:23.137942","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2278","07:23:23.145311","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221203\\r""","","",""
"2279","07:23:23.149070","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2280","07:23:23.150554","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"2281","07:23:23.153003","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2282","07:23:23.154395","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"2283","07:23:23.155658","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2284","07:23:23.156968","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""ED\\r""","","",""
"2285","07:23:23.158049","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""\\r>322""","","",""
"2286","07:23:23.159231","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""1203\\r""","","",""
"2287","07:23:23.160270","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2288","07:23:23.162973","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2289","07:23:23.165253","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221205\\r""","","",""
"2290","07:23:23.168436","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2291","07:23:23.171521","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2292","07:23:23.173254","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2293","07:23:23.174524","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"2294","07:23:23.175664","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"2295","07:23:23.177561","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"2296","07:23:23.178474","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""21205""","","",""
"2297","07:23:23.179431","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"2298","07:23:23.180929","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2299","07:23:23.185383","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2300","07:23:23.199273","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322124E\\r""","","",""
"2301","07:23:23.204182","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2302","07:23:23.205481","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2303","07:23:23.206857","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2304","07:23:23.208330","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"2305","07:23:23.210933","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"2306","07:23:23.211948","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""ED\\r\\r>""","","",""
"2307","07:23:23.213063","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""32212""","","",""
"2308","07:23:23.214161","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2309","07:23:23.215119","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""4E\\r""","","",""
"2310","07:23:23.218650","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2311","07:23:23.247389","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322115D\\r""","","",""
"2312","07:23:23.253228","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2313","07:23:23.254314","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"2314","07:23:23.255296","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2315","07:23:23.256165","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2316","07:23:23.257305","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2317","07:23:23.258706","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2318]","","",""
"2318","07:23:23.260302","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""PPED\\r\\r>32""","","",""
"2319","07:23:23.262145","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221261\\r""","","",""
"2320","07:23:23.262948","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"2321","07:23:23.263840","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""15D\\r""","","",""
"2322","07:23:23.266537","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2323","07:23:23.268950","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2324","07:23:23.269826","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2325","07:23:23.271425","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2326","07:23:23.272474","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2327","07:23:23.273560","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2328","07:23:23.274599","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221262\\r""","","",""
"2329","07:23:23.276167","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"2330","07:23:23.277369","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""212""","","",""
"2331","07:23:23.278942","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""61\\r""","","",""
"2332","07:23:23.280507","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2333","07:23:23.284018","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2334","07:23:23.285519","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2335","07:23:23.287409","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2336","07:23:23.288332","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"2337","07:23:23.289274","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2338]","","",""
"2338","07:23:23.290092","WbElectr_00:12:4a ()","localhost ()","SPP","8","Rcvd ""PED\\r\\r>3221""","","",""
"2339","07:23:23.291201","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2340","07:23:23.292968","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""262""","","",""
"2341","07:23:23.294065","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"2342","07:23:23.294843","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2343","07:23:23.325065","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221152\\r""","","",""
"2344","07:23:23.329033","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2345","07:23:23.330521","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"2346","07:23:23.332468","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2347","07:23:23.333382","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2348","07:23:23.334798","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2349","07:23:23.336391","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2350]","","",""
"2350","07:23:23.337983","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""PPED\\r\\r>32""","","",""
"2351","07:23:23.339079","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"2352","07:23:23.340262","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""152\\r""","","",""
"2353","07:23:23.342092","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2354","07:23:23.345310","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2355","07:23:23.359156","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221151\\r""","","",""
"2356","07:23:23.362812","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2357","07:23:23.365482","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2358","07:23:23.366722","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2359","07:23:23.368414","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"2360","07:23:23.369674","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"2361","07:23:23.370772","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2362]","","",""
"2362","07:23:23.373941","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""ED\\r\\r>3221""","","",""
"2363","07:23:23.375435","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""151\\r""","","",""
"2364","07:23:23.376306","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2365","07:23:23.378975","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2366","07:23:23.402208","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221146\\r""","","",""
"2367","07:23:23.406583","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2368","07:23:23.409081","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2369","07:23:23.410609","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TO""","","",""
"2370","07:23:23.411844","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2371","07:23:23.413760","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"2372","07:23:23.415529","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""\\r\\r>322""","","",""
"2373","07:23:23.416896","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""1146\\r""","","",""
"2374","07:23:23.419438","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221255\\r""","","",""
"2375","07:23:23.426575","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2376","07:23:23.427939","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"2377","07:23:23.429378","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2378","07:23:23.430966","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2379","07:23:23.432600","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2380","07:23:23.434416","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #2381]","","",""
"2381","07:23:23.435410","WbElectr_00:12:4a ()","localhost ()","SPP","7","Rcvd ""PPED\\r\\r>32""","","",""
"2382","07:23:23.438239","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"2383","07:23:23.445176","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""255\\r""","","",""
"2384","07:23:23.447089","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2385","07:23:23.450331","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2386","07:23:23.452958","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221234\\r""","","",""
"2387","07:23:23.457944","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2388","07:23:23.459165","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2389","07:23:23.460564","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2390","07:23:23.461807","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2391","07:23:23.463785","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2392","07:23:23.465494","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"2393","07:23:23.466975","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"2394","07:23:23.468189","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""234\\r""","","",""
"2395","07:23:23.469469","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2396","07:23:23.473062","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2397","07:23:23.480459","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322114E\\r""","","",""
"2398","07:23:23.485398","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2399","07:23:23.486905","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2400","07:23:23.489281","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2401","07:23:23.490556","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"2402","07:23:23.493555","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""PP""","","",""
"2403","07:23:23.497298","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221236\\r""","","",""
"2404","07:23:23.498354","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""ED\\r\\r""","","",""
"2405","07:23:23.500529","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd "">32211""","","",""
"2406","07:23:23.503484","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""4E\\r""","","",""
"2407","07:23:23.507223","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2408","07:23:23.509531","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"2409","07:23:23.512066","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2410","07:23:23.513895","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2411","07:23:23.516869","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"2412","07:23:23.520024","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""PED\\r\\r""","","",""
"2413","07:23:23.523041","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd "">32212""","","",""
"2414","07:23:23.524062","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2415","07:23:23.528053","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2416","07:23:23.531746","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""36\\r""","","",""
"2417","07:23:23.613206","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""N""","","",""
"2418","07:23:23.614739","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2419","07:23:23.616220","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""O ""","","",""
"2420","07:23:23.617244","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""D""","","",""
"2421","07:23:23.618172","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"2422","07:23:23.619770","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""TA\\r\\r>""","","",""
"2423","07:23:23.622086","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2424","07:23:23.627829","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATSH79B\\r""","","",""
"2425","07:23:23.630017","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2426","07:23:23.634112","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"2427","07:23:23.638624","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2428","07:23:23.639908","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"2429","07:23:23.643520","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""H7""","","",""
"2430","07:23:23.644372","WbElectr_00:12:4a ()","localhost ()","SPP","22","Rcvd ""9B\\rOK\\r\\r>""","","",""
"2431","07:23:23.737629","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""ATFCH79B\\r""","","",""
"2432","07:23:23.741605","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2433","07:23:23.742963","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"2434","07:23:23.744318","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"2435","07:23:23.745574","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""F""","","",""
"2436","07:23:23.746956","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""CH""","","",""
"2437","07:23:23.748850","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""79B\\r""","","",""
"2438","07:23:23.750462","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"2439","07:23:23.752068","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"2440","07:23:23.752886","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"2441","07:23:23.756607","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2442","07:23:23.843065","localhost ()","WbElectr_00:12:4a ()","SPP","21","Sent ""022101\\r""","","",""
"2443","07:23:23.846552","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"2444","07:23:23.847961","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
